,latitude,longitude
264,40.75977,-73.98981
265,40.75977,-73.98981
266,40.75977,-73.98981
267,40.75977,-73.98981
268,40.75977,-73.98981
269,40.75977,-73.98981
270,40.75977,-73.98981
271,40.75977,-73.98981
272,40.75977,-73.98981
273,40.75977,-73.98981
274,40.75977,-73.98981
275,40.75977,-73.98981
276,40.75977,-73.98981
277,40.75977,-73.98981
278,40.75977,-73.98981
279,40.75977,-73.98981
280,40.75977,-73.98981
281,40.75977,-73.98981
282,40.75977,-73.98981
283,40.75977,-73.98981
284,40.75977,-73.98981
285,40.75977,-73.98981
286,40.75977,-73.98981
287,40.75977,-73.98981
288,40.75977,-73.98981
289,40.75977,-73.98981
290,40.75977,-73.98981
291,40.75977,-73.98981
292,40.75977,-73.98981
293,40.75977,-73.98981
294,40.75977,-73.98981
295,40.75977,-73.98981
296,40.75977,-73.98981
297,40.75977,-73.98981
298,40.75977,-73.98981
299,40.75977,-73.98981
300,40.75977,-73.98981
301,40.75977,-73.98981
302,40.75977,-73.98981
303,40.75977,-73.98981
304,40.75977,-73.98981
305,40.75977,-73.98981
306,40.75977,-73.98981
307,40.75977,-73.98981
308,40.75977,-73.98981
309,40.75977,-73.98981
310,40.75977,-73.98981
311,40.75977,-73.98981
312,40.75977,-73.98981
313,40.75977,-73.98981
314,40.75977,-73.98981
315,40.75977,-73.98981
316,40.75977,-73.98981
317,40.75977,-73.98981
318,40.75977,-73.98981
319,40.75977,-73.98981
320,40.75977,-73.98981
321,40.75977,-73.98981
322,40.75977,-73.98981
323,40.75977,-73.98981
324,40.75977,-73.98981
325,40.75977,-73.98981
326,40.75977,-73.98981
327,40.75977,-73.98981
328,40.75977,-73.98981
329,40.75977,-73.98981
330,40.75977,-73.98981
331,40.75977,-73.98981
332,40.75977,-73.98981
333,40.75977,-73.98981
334,40.75977,-73.98981
335,40.75977,-73.98981
336,40.75977,-73.98981
337,40.75977,-73.98981
338,40.75977,-73.98981
339,40.75977,-73.98981
340,40.75977,-73.98981
341,40.75977,-73.98981
342,40.75977,-73.98981
343,40.75977,-73.98981
344,40.75977,-73.98981
345,40.75977,-73.98981
346,40.75977,-73.98981
347,40.75977,-73.98981
348,40.75977,-73.98981
349,40.75977,-73.98981
350,40.75977,-73.98981
351,40.75977,-73.98981
352,40.75977,-73.98981
353,40.75977,-73.98981
354,40.75977,-73.98981
355,40.75977,-73.98981
356,40.75977,-73.98981
357,40.75977,-73.98981
358,40.75977,-73.98981
359,40.75977,-73.98981
360,40.75977,-73.98981
361,40.75977,-73.98981
362,40.75977,-73.98981
363,40.75977,-73.98981
364,40.75977,-73.98981
365,40.75977,-73.98981
366,40.75977,-73.98981
367,40.75977,-73.98981
368,40.75977,-73.98981
369,40.75977,-73.98981
370,40.75977,-73.98981
371,40.75977,-73.98981
372,40.75977,-73.98981
373,40.75977,-73.98981
374,40.75977,-73.98981
375,40.75977,-73.98981
376,40.75977,-73.98981
377,40.75977,-73.98981
378,40.75977,-73.98981
379,40.75977,-73.98981
380,40.75977,-73.98981
381,40.75977,-73.98981
382,40.75977,-73.98981
383,40.75977,-73.98981
384,40.75977,-73.98981
385,40.75977,-73.98981
386,40.75977,-73.98981
387,40.75977,-73.98981
388,40.75977,-73.98981
389,40.75977,-73.98981
390,40.75977,-73.98981
391,40.75977,-73.98981
392,40.75977,-73.98981
393,40.75977,-73.98981
394,40.75977,-73.98981
395,40.75977,-73.98981
396,40.75977,-73.98981
397,40.75977,-73.98981
398,40.75977,-73.98981
399,40.75977,-73.98981
400,40.75977,-73.98981
401,40.75977,-73.98981
402,40.75977,-73.98981
403,40.75977,-73.98981
404,40.75977,-73.98981
405,40.75977,-73.98981
406,40.75977,-73.98981
407,40.75977,-73.98981
408,40.75977,-73.98981
409,40.75977,-73.98981
410,40.75977,-73.98981
411,40.75977,-73.98981
412,40.75977,-73.98981
413,40.75977,-73.98981
414,40.75977,-73.98981
415,40.75977,-73.98981
416,40.75977,-73.98981
417,40.75977,-73.98981
418,40.75977,-73.98981
419,40.75977,-73.98981
420,40.75977,-73.98981
421,40.75977,-73.98981
422,40.75977,-73.98981
423,40.75977,-73.98981
424,40.75977,-73.98981
425,40.75977,-73.98981
426,40.75977,-73.98981
427,40.75977,-73.98981
428,40.75977,-73.98981
429,40.75977,-73.98981
430,40.75977,-73.98981
431,40.75977,-73.98981
432,40.75977,-73.98981
433,40.75977,-73.98981
434,40.75977,-73.98981
435,40.75977,-73.98981
436,40.75977,-73.98981
437,40.75977,-73.98981
438,40.75977,-73.98981
439,40.75977,-73.98981
440,40.75977,-73.98981
441,40.75977,-73.98981
442,40.75977,-73.98981
443,40.75977,-73.98981
444,40.75977,-73.98981
445,40.75977,-73.98981
446,40.75977,-73.98981
447,40.75977,-73.98981
448,40.75977,-73.98981
449,40.75977,-73.98981
450,40.75977,-73.98981
451,40.75977,-73.98981
452,40.75977,-73.98981
453,40.75977,-73.98981
454,40.75977,-73.98981
455,40.75977,-73.98981
456,40.75977,-73.98981
457,40.75977,-73.98981
458,40.75977,-73.98981
459,40.75977,-73.98981
460,40.75977,-73.98981
461,40.75977,-73.98981
462,40.75977,-73.98981
463,40.75977,-73.98981
464,40.75977,-73.98981
465,40.75977,-73.98981
466,40.75977,-73.98981
467,40.75977,-73.98981
468,40.75977,-73.98981
469,40.75977,-73.98981
470,40.75977,-73.98981
471,40.75977,-73.98981
472,40.75977,-73.98981
473,40.75977,-73.98981
474,40.75977,-73.98981
475,40.75977,-73.98981
476,40.75977,-73.98981
477,40.75977,-73.98981
478,40.75977,-73.98981
479,40.75977,-73.98981
480,40.75977,-73.98981
481,40.75977,-73.98981
482,40.75977,-73.98981
483,40.75977,-73.98981
484,40.75977,-73.98981
485,40.75977,-73.98981
486,40.75977,-73.98981
487,40.75977,-73.98981
488,40.75977,-73.98981
489,40.75977,-73.98981
490,40.75977,-73.98981
491,40.75977,-73.98981
492,40.75977,-73.98981
493,40.75977,-73.98981
494,40.75977,-73.98981
495,40.75977,-73.98981
496,40.75977,-73.98981
497,40.75977,-73.98981
498,40.75977,-73.98981
499,40.75977,-73.98981
500,40.75977,-73.98981
501,40.75977,-73.98981
502,40.75977,-73.98981
503,40.75977,-73.98981
504,40.75977,-73.98981
505,40.75977,-73.98981
506,40.75977,-73.98981
507,40.75977,-73.98981
508,40.75977,-73.98981
509,40.75977,-73.98981
510,40.75977,-73.98981
511,40.75977,-73.98981
512,40.75977,-73.98981
513,40.75977,-73.98981
514,40.75977,-73.98981
515,40.75977,-73.98981
516,40.75977,-73.98981
517,40.75977,-73.98981
518,40.75977,-73.98981
519,40.75977,-73.98981
520,40.75977,-73.98981
521,40.75977,-73.98981
522,40.75977,-73.98981
523,40.75977,-73.98981
524,40.75977,-73.98981
525,40.75977,-73.98981
526,40.75977,-73.98981
527,40.75977,-73.98981
528,40.75977,-73.98981
529,40.75977,-73.98981
530,40.75977,-73.98981
531,40.75977,-73.98981
532,40.75977,-73.98981
533,40.75977,-73.98981
534,40.75977,-73.98981
535,40.75977,-73.98981
536,40.75977,-73.98981
537,40.75977,-73.98981
538,40.75977,-73.98981
539,40.75977,-73.98981
540,40.75977,-73.98981
541,40.75977,-73.98981
542,40.75977,-73.98981
543,40.75977,-73.98981
544,40.75977,-73.98981
545,40.75977,-73.98981
546,40.75977,-73.98981
547,40.75977,-73.98981
548,40.75977,-73.98981
549,40.75977,-73.98981
550,40.75977,-73.98981
551,40.75977,-73.98981
552,40.75977,-73.98981
553,40.75977,-73.98981
554,40.75977,-73.98981
555,40.75977,-73.98981
556,40.75977,-73.98981
557,40.75977,-73.98981
558,40.75977,-73.98981
559,40.75977,-73.98981
560,40.75977,-73.98981
561,40.75977,-73.98981
562,40.75977,-73.98981
563,40.75977,-73.98981
564,40.75977,-73.98981
565,40.75977,-73.98981
566,40.75977,-73.98981
567,40.75977,-73.98981
568,40.75977,-73.98981
569,40.75977,-73.98981
570,40.75977,-73.98981
571,40.75977,-73.98981
572,40.75977,-73.98981
573,40.75977,-73.98981
574,40.75977,-73.98981
575,40.75977,-73.98981
576,40.75977,-73.98981
577,40.75977,-73.98981
578,40.75977,-73.98981
579,40.75977,-73.98981
580,40.75977,-73.98981
581,40.75977,-73.98981
582,40.75977,-73.98981
583,40.75977,-73.98981
584,40.75977,-73.98981
585,40.75977,-73.98981
586,40.75977,-73.98981
587,40.75977,-73.98981
588,40.75977,-73.98981
589,40.75977,-73.98981
590,40.75977,-73.98981
591,40.75977,-73.98981
592,40.75977,-73.98981
593,40.75977,-73.98981
594,40.75977,-73.98981
595,40.75977,-73.98981
596,40.75977,-73.98981
597,40.75977,-73.98981
598,40.75977,-73.98981
599,40.75977,-73.98981
600,40.75977,-73.98981
601,40.75977,-73.98981
602,40.75977,-73.98981
603,40.75977,-73.98981
604,40.75977,-73.98981
605,40.75977,-73.98981
606,40.75977,-73.98981
607,40.75977,-73.98981
608,40.75977,-73.98981
609,40.75977,-73.98981
610,40.75977,-73.98981
611,40.75977,-73.98981
612,40.75977,-73.98981
613,40.75977,-73.98981
614,40.75977,-73.98981
615,40.75977,-73.98981
616,40.75977,-73.98981
617,40.75977,-73.98981
618,40.75977,-73.98981
619,40.75977,-73.98981
620,40.75977,-73.98981
621,40.75977,-73.98981
622,40.75977,-73.98981
623,40.75977,-73.98981
624,40.75977,-73.98981
625,40.75977,-73.98981
626,40.75977,-73.98981
627,40.75977,-73.98981
628,40.75977,-73.98981
629,40.75977,-73.98981
630,40.75977,-73.98981
631,40.75977,-73.98981
632,40.75977,-73.98981
633,40.75977,-73.98981
634,40.75977,-73.98981
635,40.75977,-73.98981
636,40.75977,-73.98981
637,40.75977,-73.98981
638,40.75977,-73.98981
639,40.75977,-73.98981
640,40.75977,-73.98981
641,40.75977,-73.98981
642,40.75977,-73.98981
643,40.75977,-73.98981
644,40.75977,-73.98981
645,40.75977,-73.98981
646,40.75977,-73.98981
647,40.75977,-73.98981
648,40.75977,-73.98981
649,40.75977,-73.98981
650,40.75977,-73.98981
651,40.75977,-73.98981
652,40.75977,-73.98981
653,40.75977,-73.98981
654,40.75977,-73.98981
655,40.75977,-73.98981
656,40.75977,-73.98981
657,40.75977,-73.98981
658,40.75977,-73.98981
659,40.75977,-73.98981
660,40.75977,-73.98981
661,40.75977,-73.98981
662,40.75977,-73.98981
663,40.75977,-73.98981
664,40.75977,-73.98981
665,40.75977,-73.98981
666,40.75977,-73.98981
667,40.75207,-73.97351
668,40.75207,-73.97351
669,40.75207,-73.97351
670,40.75207,-73.97351
671,40.75207,-73.97351
672,40.75207,-73.97351
673,40.75207,-73.97351
674,40.75207,-73.97351
675,40.75207,-73.97351
676,40.75207,-73.97351
677,40.75207,-73.97351
678,40.75207,-73.97351
679,40.75207,-73.97351
680,40.75207,-73.97351
681,40.75207,-73.97351
682,40.75207,-73.97351
683,40.75207,-73.97351
684,40.75207,-73.97351
685,40.75207,-73.97351
686,40.75207,-73.97351
687,40.75207,-73.97351
688,40.75207,-73.97351
689,40.75207,-73.97351
690,40.75207,-73.97351
691,40.75207,-73.97351
692,40.75207,-73.97351
693,40.75207,-73.97351
694,40.75207,-73.97351
695,40.75207,-73.97351
696,40.75207,-73.97351
697,40.75207,-73.97351
698,40.75207,-73.97351
699,40.75207,-73.97351
700,40.75207,-73.97351
701,40.75207,-73.97351
702,40.78245,-73.94686
703,40.78245,-73.94686
704,40.78245,-73.94686
705,40.78245,-73.94686
706,40.78245,-73.94686
707,40.78245,-73.94686
708,40.78245,-73.94686
709,40.78245,-73.94686
710,40.78245,-73.94686
711,40.78245,-73.94686
712,40.78245,-73.94686
713,40.78245,-73.94686
714,40.78245,-73.94686
715,40.78245,-73.94686
716,40.78245,-73.94686
717,40.78245,-73.94686
718,40.78245,-73.94686
719,40.78245,-73.94686
720,40.78245,-73.94686
721,40.78245,-73.94686
722,40.78245,-73.94686
723,40.78245,-73.94686
724,40.78245,-73.94686
725,40.78245,-73.94686
726,40.74283,-73.99843
727,40.74283,-73.99843
728,40.74283,-73.99843
729,40.74283,-73.99843
730,40.74283,-73.99843
731,40.74283,-73.99843
732,40.74283,-73.99843
733,40.74283,-73.99843
734,40.74283,-73.99843
735,40.74283,-73.99843
736,40.74283,-73.99843
737,40.74283,-73.99843
738,40.74283,-73.99843
739,40.74283,-73.99843
740,40.74283,-73.99843
741,40.74283,-73.99843
742,40.74283,-73.99843
743,40.74283,-73.99843
744,40.74283,-73.99843
745,40.74283,-73.99843
746,40.74283,-73.99843
747,40.74283,-73.99843
748,40.74283,-73.99843
749,40.74283,-73.99843
750,40.74283,-73.99843
751,40.74283,-73.99843
752,40.74283,-73.99843
753,40.74283,-73.99843
754,40.74283,-73.99843
755,40.74283,-73.99843
756,40.74283,-73.99843
757,40.74283,-73.99843
758,40.74283,-73.99843
759,40.74283,-73.99843
760,40.74283,-73.99843
761,40.74283,-73.99843
762,40.74283,-73.99843
763,40.74283,-73.99843
764,40.74283,-73.99843
765,40.74283,-73.99843
766,40.74283,-73.99843
767,40.74283,-73.99843
768,40.74283,-73.99843
769,40.74283,-73.99843
770,40.74283,-73.99843
771,40.74283,-73.99843
772,40.74283,-73.99843
773,40.74283,-73.99843
774,40.74283,-73.99843
775,40.74283,-73.99843
776,40.74283,-73.99843
777,40.74283,-73.99843
778,40.74283,-73.99843
779,40.74283,-73.99843
780,40.74283,-73.99843
781,40.74283,-73.99843
782,40.74283,-73.99843
783,40.74283,-73.99843
784,40.74283,-73.99843
785,40.74283,-73.99843
786,40.74283,-73.99843
787,40.74283,-73.99843
788,40.74283,-73.99843
789,40.74283,-73.99843
790,40.74283,-73.99843
791,40.74283,-73.99843
792,40.74283,-73.99843
793,40.74283,-73.99843
794,40.74283,-73.99843
795,40.74283,-73.99843
796,40.74283,-73.99843
797,40.74283,-73.99843
798,40.74283,-73.99843
799,40.74283,-73.99843
800,40.74283,-73.99843
801,40.74283,-73.99843
802,40.74283,-73.99843
803,40.74283,-73.99843
804,40.74283,-73.99843
805,40.74283,-73.99843
806,40.74283,-73.99843
807,40.74283,-73.99843
808,40.74283,-73.99843
809,40.74283,-73.99843
810,40.74283,-73.99843
811,40.74283,-73.99843
812,40.74283,-73.99843
813,40.74283,-73.99843
814,40.74283,-73.99843
815,40.74283,-73.99843
816,40.74283,-73.99843
817,40.74283,-73.99843
818,40.74283,-73.99843
819,40.74283,-73.99843
820,40.74283,-73.99843
821,40.74283,-73.99843
822,40.74283,-73.99843
823,40.74283,-73.99843
824,40.74283,-73.99843
825,40.74283,-73.99843
826,40.74283,-73.99843
827,40.74283,-73.99843
828,40.74283,-73.99843
829,40.74283,-73.99843
830,40.74283,-73.99843
831,40.74283,-73.99843
832,40.74283,-73.99843
833,40.74283,-73.99843
834,40.74283,-73.99843
835,40.74283,-73.99843
836,40.74283,-73.99843
837,40.74283,-73.99843
838,40.74283,-73.99843
839,40.74283,-73.99843
840,40.74283,-73.99843
841,40.74283,-73.99843
842,40.74283,-73.99843
843,40.74283,-73.99843
844,40.74283,-73.99843
845,40.74283,-73.99843
846,40.74283,-73.99843
847,40.74283,-73.99843
848,40.74283,-73.99843
849,40.74283,-73.99843
850,40.74283,-73.99843
851,40.74283,-73.99843
852,40.74283,-73.99843
853,40.74283,-73.99843
854,40.74283,-73.99843
855,40.74283,-73.99843
856,40.74283,-73.99843
857,40.74283,-73.99843
858,40.74283,-73.99843
859,40.74283,-73.99843
860,40.74283,-73.99843
861,40.74283,-73.99843
862,40.74283,-73.99843
863,40.74283,-73.99843
864,40.74283,-73.99843
865,40.74283,-73.99843
866,40.74283,-73.99843
867,40.74283,-73.99843
868,40.74283,-73.99843
869,40.74283,-73.99843
870,40.74283,-73.99843
871,40.74283,-73.99843
872,40.74283,-73.99843
873,40.74283,-73.99843
874,40.74283,-73.99843
875,40.74283,-73.99843
876,40.74283,-73.99843
877,40.74283,-73.99843
878,40.74283,-73.99843
879,40.74283,-73.99843
880,40.74283,-73.99843
881,40.74283,-73.99843
882,40.74283,-73.99843
883,40.74283,-73.99843
884,40.74283,-73.99843
885,40.74283,-73.99843
886,40.74283,-73.99843
887,40.74283,-73.99843
888,40.74283,-73.99843
889,40.74283,-73.99843
890,40.74283,-73.99843
891,40.74283,-73.99843
892,40.74283,-73.99843
893,40.74283,-73.99843
894,40.74283,-73.99843
895,40.74283,-73.99843
896,40.74283,-73.99843
897,40.74283,-73.99843
898,40.74283,-73.99843
899,40.74283,-73.99843
900,40.74283,-73.99843
901,40.74283,-73.99843
902,40.74283,-73.99843
903,40.74283,-73.99843
904,40.74283,-73.99843
905,40.74283,-73.99843
906,40.74283,-73.99843
907,40.74283,-73.99843
908,40.74283,-73.99843
909,40.74283,-73.99843
910,40.74283,-73.99843
911,40.74283,-73.99843
912,40.74283,-73.99843
913,40.74283,-73.99843
914,40.74283,-73.99843
915,40.74283,-73.99843
916,40.74283,-73.99843
917,40.74283,-73.99843
918,40.74283,-73.99843
919,40.74283,-73.99843
920,40.74283,-73.99843
921,40.74283,-73.99843
922,40.74283,-73.99843
923,40.74283,-73.99843
924,40.74283,-73.99843
925,40.74283,-73.99843
926,40.74283,-73.99843
927,40.74283,-73.99843
928,40.74283,-73.99843
929,40.74283,-73.99843
930,40.74283,-73.99843
931,40.74283,-73.99843
932,40.74283,-73.99843
933,40.74283,-73.99843
934,40.74283,-73.99843
935,40.74283,-73.99843
936,40.74283,-73.99843
937,40.74283,-73.99843
938,40.74283,-73.99843
939,40.74283,-73.99843
940,40.74283,-73.99843
941,40.74283,-73.99843
942,40.74283,-73.99843
943,40.74283,-73.99843
944,40.74283,-73.99843
945,40.74283,-73.99843
946,40.74283,-73.99843
947,40.74283,-73.99843
948,40.74283,-73.99843
949,40.74283,-73.99843
950,40.74283,-73.99843
951,40.74283,-73.99843
952,40.74283,-73.99843
953,40.74283,-73.99843
954,40.74283,-73.99843
955,40.74283,-73.99843
956,40.74283,-73.99843
957,40.74283,-73.99843
958,40.74283,-73.99843
959,40.74283,-73.99843
960,40.74283,-73.99843
961,40.74283,-73.99843
962,40.74283,-73.99843
963,40.74283,-73.99843
964,40.74283,-73.99843
965,40.74283,-73.99843
966,40.74283,-73.99843
967,40.74283,-73.99843
968,40.74283,-73.99843
969,40.74283,-73.99843
970,40.74283,-73.99843
971,40.74283,-73.99843
972,40.74283,-73.99843
973,40.74283,-73.99843
974,40.74283,-73.99843
975,40.74283,-73.99843
976,40.74283,-73.99843
977,40.74283,-73.99843
978,40.74283,-73.99843
979,40.74283,-73.99843
980,40.74283,-73.99843
981,40.74283,-73.99843
982,40.74283,-73.99843
983,40.74283,-73.99843
984,40.74283,-73.99843
985,40.74283,-73.99843
986,40.74283,-73.99843
987,40.74283,-73.99843
988,40.74283,-73.99843
989,40.74283,-73.99843
990,40.74283,-73.99843
991,40.74283,-73.99843
992,40.74283,-73.99843
993,40.74283,-73.99843
994,40.74283,-73.99843
995,40.74283,-73.99843
996,40.74283,-73.99843
997,40.74283,-73.99843
998,40.74283,-73.99843
999,40.74283,-73.99843
1000,40.74283,-73.99843
1001,40.74283,-73.99843
1002,40.74283,-73.99843
1003,40.74283,-73.99843
1004,40.74283,-73.99843
1005,40.74283,-73.99843
1006,40.74283,-73.99843
1007,40.74283,-73.99843
1008,40.74283,-73.99843
1009,40.74283,-73.99843
1010,40.74283,-73.99843
1011,40.74283,-73.99843
1012,40.74283,-73.99843
1013,40.74283,-73.99843
1014,40.74283,-73.99843
1015,40.74283,-73.99843
1016,40.74283,-73.99843
1017,40.74283,-73.99843
1018,40.74283,-73.99843
1019,40.74283,-73.99843
1020,40.74283,-73.99843
1021,40.74283,-73.99843
1022,40.74283,-73.99843
1023,40.74283,-73.99843
1024,40.74283,-73.99843
1025,40.74283,-73.99843
1026,40.74283,-73.99843
1027,40.74283,-73.99843
1028,40.74283,-73.99843
1029,40.74283,-73.99843
1030,40.74283,-73.99843
1031,40.74283,-73.99843
1032,40.74283,-73.99843
1033,40.74283,-73.99843
1034,40.74283,-73.99843
1035,40.74283,-73.99843
1036,40.74283,-73.99843
1037,40.74283,-73.99843
1038,40.74283,-73.99843
1039,40.74283,-73.99843
1040,40.74283,-73.99843
1041,40.74283,-73.99843
1042,40.74283,-73.99843
1043,40.74283,-73.99843
1044,40.74283,-73.99843
1045,40.74283,-73.99843
1046,40.74283,-73.99843
1047,40.74283,-73.99843
1048,40.74283,-73.99843
1049,40.74283,-73.99843
1050,40.74283,-73.99843
1051,40.74283,-73.99843
1052,40.74283,-73.99843
1053,40.74283,-73.99843
1054,40.74283,-73.99843
1055,40.74283,-73.99843
1056,40.74283,-73.99843
1057,40.74283,-73.99843
1058,40.74283,-73.99843
1059,40.74283,-73.99843
1060,40.74283,-73.99843
1061,40.74283,-73.99843
1062,40.74283,-73.99843
1063,40.74283,-73.99843
1064,40.74283,-73.99843
1065,40.74283,-73.99843
1066,40.74283,-73.99843
1067,40.74283,-73.99843
1068,40.74283,-73.99843
